Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description,days_diff,have_error,is_empty
48,215000,2024-11-08 05:10:08,288000,482,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugu bgm ,TeluguMemes ,Telugu Cinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
49,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
50,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
51,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
52,7290,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,separate ,give up ,Secret love ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Quotation sharing ,Emotional quotation ,sad ,express ,Love instead of '",,24.0,True,False
53,1403000,2024-11-10 16:58:25,18000,507,0,1,"sea ,powerofsea ,fishing ,fish'",,14.0,False,False
54,343000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
55,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Taiwan hot wax first brand ,Hot wax hair removal ,Beeswax removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,False,False
56,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
57,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
58,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
59,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,The 7th Anniversary Bastard ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,False,False
60,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,True,False
61,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,Double 11",,13.0,True,False
62,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
63,215000,2024-11-08 05:10:08,288000,780,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugu bgm ,TeluguMemes ,Telugu Cinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
64,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
65,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
66,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
67,7290,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,Fall in love ,separate ,give up ,Secret love ,respectively ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Emotional quotation ,sad ,express ,Love instead of '",,24.0,True,False
68,1403000,2024-11-10 16:58:25,18000,871,0,1,"sea ,powerofsea ,fishing",,14.0,True,False
69,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
70,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Taiwan hot wax first brand ,Hot wax hair removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,True,False
71,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
72,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
73,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
74,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,The 7th Anniversary Bastard ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,False,False
75,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,sprintercamper ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,False,False
76,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,1111'",,13.0,True,False
77,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
78,215000,2024-11-08 05:10:08,288000,1057,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugu bgm ,TeluguMemes ,telugucinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
79,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
80,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
81,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
82,7292,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,Fall in love ,Secret love ,respectively ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Emotional quotation ,express ,Love instead of '",,24.0,True,False
83,1403000,2024-11-10 16:58:25,18000,871,0,1,"sea ,powerofsea ,fishing ,fish'",,14.0,False,False
84,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
85,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Hot wax hair removal ,Beeswax removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,True,False
86,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
87,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
88,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
89,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,True,False
90,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,camperconversion ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,True,False
91,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,Double 11 ,1111'",,13.0,False,False
92,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
93,215000,2024-11-08 05:10:08,288000,1161,0,1,"Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,TeluguMemes ,Telugu Cinema ,telugusongslyrics'",,16.0,True,False
94,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
95,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
96,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
97,7292,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love",,24.0,True,False
98,1403000,2024-11-10 16:58:25,18000,871,0,1,no hashtage,,14.0,True,True
99,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
100,14000,2024-11-15 11:00:10,139,1,1,0,no hashtage,文字的圖像.,9.0,True,True
101,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
102,64000,2024-11-13 04:43:47,1811,16,1,0,no hashtage,文字的圖像.,11.0,True,True
103,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
104,323,2024-10-18 11:39:09,90,0,1,0,no hashtage,1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,True,True
105,219000,2024-11-15 15:47:42,295,5,1,0,no hashtage,,9.0,True,True
106,45000,2024-11-11 07:14:21,3302,48,0,1,no hashtage,,13.0,True,True
107,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
108,215000,2024-11-08 05:10:08,288000,1161,0,1,"telugudubsmash ,telugumemes ,Telugu Cinema",,16.0,True,False
109,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
110,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
111,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
112,7293,2024-10-31 01:52:19,23000,126,0,1,"disappointment ,emotion ,emotion ,love ,like ,Fall in love ,Secret love ,respectively ,Like to be alone ,remember ,Quotation ,Quotation sharing ,sad",,24.0,True,False
113,1403000,2024-11-10 16:58:25,18000,871,0,1,"powerofsea ,fishing ,fish'",,14.0,True,False
114,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
115,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Home",文字的圖像.,9.0,True,False
116,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
117,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
118,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
119,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,The 7th Anniversary Bastard ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,False,False
120,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,sprintervan ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,True,False
121,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,Double 11 ,1111'",,13.0,False,False
122,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
123,215000,2024-11-08 05:10:08,288000,1161,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugu bgm ,TeluguMemes ,Telugu Cinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
124,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
125,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
126,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
127,7293,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,Fall in love ,separate ,give up ,Secret love ,respectively ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Quotation sharing ,sad ,express ,Love instead of '",,24.0,True,False
128,1403000,2024-11-10 16:58:25,18000,871,0,1,"sea ,powerofsea ,fishing",,14.0,True,False
129,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
130,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Taiwan hot wax first brand ,Hot wax hair removal ,Beeswax removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,False,False
131,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
132,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
133,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
134,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,The 7th Anniversary Bastard ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,False,False
135,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,False,False
136,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,Double 11 ,1111'",,13.0,False,False
137,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
138,215000,2024-11-08 05:10:08,288000,1161,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugubgm ,TeluguMemes ,Telugu Cinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
139,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
140,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
141,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
142,7293,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,Fall in love ,separate ,give up ,respectively ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Quotation sharing ,Emotional quotation ,sad ,express ,Love instead of '",,24.0,True,False
143,1403000,2024-11-10 16:58:25,18000,871,0,1,"sea ,powerofsea ,fishing ,fish'",,14.0,False,False
144,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
145,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Taiwan hot wax first brand ,Hot wax hair removal ,Beeswax removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,False,False
146,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
147,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
148,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
149,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,The 7th Anniversary Bastard ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,False,False
150,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,False,False
151,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,False,False
152,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,Double 11 ,1111'",,13.0,False,False
153,6303,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
154,215000,2024-11-08 05:10:08,288000,1161,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugu bgm ,TeluguMemes ,Telugu Cinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
155,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
156,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
157,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
158,7294,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,Fall in love ,separate ,give up ,Secret love ,respectively ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Quotation sharing ,Emotional quotation ,sad ,express ,Love instead of '",,24.0,False,False
159,1403000,2024-11-10 16:58:25,18000,871,0,1,"sea ,powerofsea ,fishing ,fish'",,14.0,False,False
160,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
161,14000,2024-11-15 11:00:10,139,1,1,0,"Ring ,Miniyang hot wax hair removal ,Taiwan hot wax first brand ,Hot wax hair removal ,Beeswax removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,False,False
162,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
163,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Stalk ,Oblinter stalk ,Fan Yinxin Figure '",文字的圖像.,11.0,False,False
164,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
165,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Azhe ,Guitarist Azhe ,Guo Zhecheng ,The 7th Anniversary Bastard ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,False,False
166,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,False,False
167,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,Double 11 ,1111'",,13.0,False,False
168,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
169,215000,2024-11-08 05:10:08,288000,1161,0,1,"trendingsongs ,Sidsriamn ,Telugusongslyrics ,telugulovestatus ,lovefail ,lovefailiure ,Telugudubsmash ,telugucomedy ,telugujokes ,telugumovie ,telugu bgm ,TeluguMemes ,Telugu Cinema ,telugulovesongs ,telugusongslyrics'",,16.0,False,False
170,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
171,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
172,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
173,7294,2024-10-31 01:52:19,23000,126,0,1,"love ,disappointment ,Emotional resonance ,emotion ,emotion ,love ,like ,Fall in love ,separate ,Secret love ,respectively ,Like to be alone ,remember ,Quotation ,Love psychology ,love ,Emotional resonance ,Quotation sharing ,Emotional quotation ,sad ,express ,Love instead of '",,24.0,True,False
174,1403000,2024-11-10 16:58:25,18000,871,0,1,"sea ,powerofsea ,fish'",,14.0,True,False
175,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
176,14000,2024-11-15 11:00:10,139,1,1,0,"Taiwan hot wax first brand ,Hot wax hair removal ,Home ,Taiwan's hot sales exceeded 200,000 groups ''",文字的圖像.,9.0,True,False
177,27000,2024-09-25 09:30:00,36000,22,0,1,no hashtage,,60.0,False,True
178,64000,2024-11-13 04:43:47,1811,16,1,0,"Cause ,Oblinter stalk",文字的圖像.,11.0,True,False
179,932000,2024-11-04 03:38:39,,649,0,1,no hashtage,,20.0,False,True
180,323,2024-10-18 11:39:09,90,0,1,0,"Ideal bastard ,Guitarist Azhe ,Guo Zhecheng ,Dog sacrifice ,tenacious'",1 人、吉他、麥克風、音樂會和文字的圖像.,37.0,True,False
181,219000,2024-11-15 15:47:42,295,5,1,0,"vanlifebuilds ,vanlife ,outboundliving ,vanconversion ,tinyhome ,vanclan ,camperconversion ,rvlife ,camper ,vanlifeideas ,builtnotbought ,livingvanlife ,sprintervan ,Sprinter Camps ,vanlifemagazine ,vanlifevirals ,packthevan ,projectvanlife ,tinyhome ,carpentry ,woodwork ,water design ,smallspaces ,vwcrafter ,vanliferules'",,9.0,False,False
182,45000,2024-11-11 07:14:21,3302,48,0,1,"crystal ,1111'",,13.0,True,False
183,6302,2024-10-24 10:33:49,213,16,1,0,no hashtage,足鍊的圖像.,31.0,False,True
184,215000,2024-11-08 05:10:08,288000,1161,0,1,"trendingsongs ,Telugusongslyrics ,lovefail ,lovefailiure ,telugucomedy ,telugumovie ,telugubgm ,telugulovesongs",,16.0,True,False
185,197000,2024-11-10 11:04:11,4,202,0,1,no hashtage,,14.0,False,True
186,74000,2024-11-03 13:59:47,2176,15,1,0,no hashtage,2 個人、毛髮、高領上衣和文字的圖像.,21.0,False,True
187,468000,2024-10-17 09:06:28,43000,160,1,0,no hashtage,2 個人、報紙和文字的圖像.,38.0,False,True
188,7294,2024-10-31 01:52:19,23000,126,0,1,"love ,Emotional resonance",,24.0,True,False
189,1403000,2024-11-10 16:58:25,18000,871,0,1,no hashtage,,14.0,True,True
190,344000,2024-11-10 09:02:34,37000,216,0,1,no hashtage,,14.0,False,True
